key,category,exerciseName,name_en,name_fr
PLANK_LYING_REVERSE_PLANK,PLANK,LYING_REVERSE_PLANK,Lying Reverse Plank,Planche inversée allongée
PLANK_MEDICINE_BALL_MOUNTAIN_CLIMBER,PLANK,MEDICINE_BALL_MOUNTAIN_CLIMBER,Medicine Ball Mountain Climber,Mountain Climber sur Medicine ball
PLANK_MODIFIED_MOUNTAIN_CLIMBER_AND_EXTENSION,PLANK,MODIFIED_MOUNTAIN_CLIMBER_AND_EXTENSION,Modified Mountain Climber and Extension,Variante du grimpeur et extension
PLANK_MOUNTAIN_CLIMBER,PLANK,MOUNTAIN_CLIMBER,Mountain Climber,Position grimpeur
PLANK_MOUNTAIN_CLIMBER_ON_SLIDING_DISCS,PLANK,MOUNTAIN_CLIMBER_ON_SLIDING_DISCS,Mountain Climber on Sliding Discs,Position grimpeur sur disques glissants
PLANK_MOUNTAIN_CLIMBER_WITH_FEET_ON_BOSU_BALL,PLANK,MOUNTAIN_CLIMBER_WITH_FEET_ON_BOSU_BALL,Mountain Climber with Feet on Bosu® Balance Trainer,Mountain Climber avec pieds sur Bosu® Balance Trainer
PLANK_MOUNTAIN_CLIMBER_WITH_HANDS_ON_BENCH,PLANK,MOUNTAIN_CLIMBER_WITH_HANDS_ON_BENCH,Mountain Climber with Hands on Bench,Position grimpeur avec mains sur le banc
PLANK_MOUNTAIN_CLIMBER_WITH_HANDS_ON_SWISS_BALL,PLANK,MOUNTAIN_CLIMBER_WITH_HANDS_ON_SWISS_BALL,Mountain Climber with Hands on Swiss Ball,Position grimpeur avec main sur ballon d'exercice
PLANK_PLANK,PLANK,PLANK,Plank,Planche
PLANK_PLANK_JACKS_WITH_FEET_ON_SLIDING_DISCS,PLANK,PLANK_JACKS_WITH_FEET_ON_SLIDING_DISCS,Plank Jacks with Feet on Sliding Discs,Planche et position carpée avec pieds sur disques glissants
PLANK_PLANK_KNEE_TWIST,PLANK,PLANK_KNEE_TWIST,Plank Knee Twist,Planche torsion du genou
PLANK_PLANK_PIKES,PLANK,PLANK_PIKES,Plank Pikes,Planche en position carpée
PLANK_PLANK_PIKE_JUMPS,PLANK,PLANK_PIKE_JUMPS,Plank Pike Jumps,Planche carpée avec saut
PLANK_PLANK_TO_STAND_UP,PLANK,PLANK_TO_STAND_UP,Plank to Stand-up,Planche pour se lever
PLANK_PLANK_WITH_ARM_RAISE,PLANK,PLANK_WITH_ARM_RAISE,Plank with Arm Raise,Planche avec élévation de bras
PLANK_PLANK_WITH_ARM_VARIATIONS,PLANK,PLANK_WITH_ARM_VARIATIONS,Plank (with Arm Variations),Planche (avec variantes de bras)
PLANK_PLANK_WITH_FEET_ON_SWISS_BALL,PLANK,PLANK_WITH_FEET_ON_SWISS_BALL,Plank with Feet on Swiss Ball,Planche sur un ballon d'exercice
PLANK_PLANK_WITH_KNEE_TO_ELBOW,PLANK,PLANK_WITH_KNEE_TO_ELBOW,Plank with Knee-to-Elbow,Planche du genou au coude
PLANK_PLANK_WITH_LEG_LIFT,PLANK,PLANK_WITH_LEG_LIFT,Plank with Leg Lift,Planche avec lever de jambe
PLANK_PLANK_WITH_OBLIQUE_CRUNCH,PLANK,PLANK_WITH_OBLIQUE_CRUNCH,Plank with Oblique Crunch,Planche avec crunch oblique
PLANK_PLYOMETRIC_SIDE_PLANK,PLANK,PLYOMETRIC_SIDE_PLANK,Plyometric Side Plank,Planche latérale plyométrique
PLANK_REVERSE_PLANK_WITH_LEG_PULL,PLANK,REVERSE_PLANK_WITH_LEG_PULL,Reverse Plank (with Leg Pull),Planche inversée avec tirage jambe
PLANK_RING_PLANK_SPRAWLS,PLANK,RING_PLANK_SPRAWLS,Ring Plank Sprawls,Planche suspendue avec anneaux
PLANK_ROLLING_SIDE_PLANK,PLANK,ROLLING_SIDE_PLANK,Rolling Side Plank,Planche latérale avec basculement
PLANK_SIDE_KICK_PLANK,PLANK,SIDE_KICK_PLANK,Side Kick Plank,Coup de pied en planche latérale
PLANK_SIDE_PLANK,PLANK,SIDE_PLANK,Side Plank,Planche latérale
PLANK_SIDE_PLANK_AND_ROW,PLANK,SIDE_PLANK_AND_ROW,Side Plank and Row,Planche latérale et tirage
PLANK_SIDE_PLANK_LIFT,PLANK,SIDE_PLANK_LIFT,Side Plank Lift,Planche latérale
PLANK_SIDE_PLANK_TO_PLANK_WITH_REACH_UNDER,PLANK,SIDE_PLANK_TO_PLANK_WITH_REACH_UNDER,Side Plank to Plank with Reach Under,Planche latérale avec pivotement
PLANK_SIDE_PLANK_WITH_ELBOW_ON_BOSU_BALL,PLANK,SIDE_PLANK_WITH_ELBOW_ON_BOSU_BALL,Side Plank with Elbow on Bosu® Balance Trainer,Planche latérale avec coude sur Bosu® Balance Trainer
PLANK_SIDE_PLANK_WITH_FEET_ON_BENCH,PLANK,SIDE_PLANK_WITH_FEET_ON_BENCH,Side Plank with Feet on Bench,Planche latérale avec pieds sur le banc
PLANK_SIDE_PLANK_WITH_KNEE_CIRCLE,PLANK,SIDE_PLANK_WITH_KNEE_CIRCLE,Side Plank with Knee Circle,Planche latérale avec rotation du genou
PLANK_SIDE_PLANK_WITH_KNEE_TUCK,PLANK,SIDE_PLANK_WITH_KNEE_TUCK,Side Plank with Knee Tuck,Planche latérale avec genou fléchi
PLANK_SIDE_PLANK_WITH_LEG_LIFT,PLANK,SIDE_PLANK_WITH_LEG_LIFT,Side Plank with Leg Lift,Planche latérale avec lever de jambe
PLANK_SIDE_PLANK_WITH_REACH_UNDER,PLANK,SIDE_PLANK_WITH_REACH_UNDER,Side Plank with Reach Under,Planche latérale avec mouvement du bras
PLANK_SINGLE_LEG_ELEVATED_FEET_PLANK,PLANK,SINGLE_LEG_ELEVATED_FEET_PLANK,Single-leg Elevated-feet Plank,Planche sur un pied avec élévation
PLANK_SINGLE_LEG_FLEX_AND_EXTEND,PLANK,SINGLE_LEG_FLEX_AND_EXTEND,Single-leg Flex and Extend,Flexion-extension sur une jambe
PLANK_SINGLE_LEG_SIDE_PLANK,PLANK,SINGLE_LEG_SIDE_PLANK,Single-leg Side Plank,Planche latérale à une jambe
PLANK_SPIDERMAN_PLANK,PLANK,SPIDERMAN_PLANK,Spiderman Plank,Planche Spiderman
PLANK_STRAIGHT_ARM_PLANK,PLANK,STRAIGHT_ARM_PLANK,Straight-arm Plank,Planche bras tendus
PLANK_STRAIGHT_ARM_PLANK_WITH_SHOULDER_TOUCH,PLANK,STRAIGHT_ARM_PLANK_WITH_SHOULDER_TOUCH,Straight-arm Plank with Shoulder Touch,Planche bras tendu avec touché épaules
PLANK_SWISS_BALL_PLANK,PLANK,SWISS_BALL_PLANK,Swiss Ball Plank,Planche sur ballon d'exercice
PLANK_SWISS_BALL_PLANK_LEG_LIFT,PLANK,SWISS_BALL_PLANK_LEG_LIFT,Swiss Ball Plank Leg Lift,Planche avec levé de jambe sur ballon d'exercice
PLANK_SWISS_BALL_PLANK_LEG_LIFT_AND_HOLD,PLANK,SWISS_BALL_PLANK_LEG_LIFT_AND_HOLD,Swiss Ball Plank Leg Lift and Hold,"Planche avec jambe surélevée sur ballon d'exercice, position maintenue"
PLANK_SWISS_BALL_PLANK_WITH_FEET_ON_BENCH,PLANK,SWISS_BALL_PLANK_WITH_FEET_ON_BENCH,Swiss Ball Plank with Feet on Bench,Planche sur ballon d'exercice avec pieds sur banc
PLANK_SWISS_BALL_PRONE_JACKKNIFE,PLANK,SWISS_BALL_PRONE_JACKKNIFE,Swiss Ball Prone Jackknife,Position carpée face contre terre sur ballon d'exercice
PLANK_SWISS_BALL_SIDE_PLANK,PLANK,SWISS_BALL_SIDE_PLANK,Swiss Ball Side Plank,Planche latérale sur ballon d'exercice
PLANK_THREE_WAY_PLANK,PLANK,THREE_WAY_PLANK,Three-way Plank,Planche en trois positions
PLANK_TOWEL_PLANK_AND_KNEE_IN,PLANK,TOWEL_PLANK_AND_KNEE_IN,Towel Plank and Knee-in,Planche genou plié avec serviette
PLANK_TURKISH_GET_UP_TO_SIDE_PLANK,PLANK,TURKISH_GET_UP_TO_SIDE_PLANK,Turkish Get-up to Side Plank,Relevé turc à planche latérale
PLANK_TWO_POINT_PLANK,PLANK,TWO_POINT_PLANK,Two-Point Plank,Planche sur deux appuis
PLANK_T_STABILIZATION,PLANK,T_STABILIZATION,T-Stabilization,Stabilisation T
PLANK_WEIGHTED_45_DEGREE_PLANK,PLANK,WEIGHTED_45_DEGREE_PLANK,Weighted 45-degree Plank,Planche à 45 degrés avec poids
PLANK_WEIGHTED_90_DEGREE_STATIC_HOLD,PLANK,WEIGHTED_90_DEGREE_STATIC_HOLD,Weighted 90-degree Static Hold,Maintien statique à 90 degrés avec poids
PLANK_WEIGHTED_BEAR_CRAWL,PLANK,WEIGHTED_BEAR_CRAWL,Weighted Bear Crawl,Marche quadrupède avec poids
PLANK_WEIGHTED_CROSS_BODY_MOUNTAIN_CLIMBER,PLANK,WEIGHTED_CROSS_BODY_MOUNTAIN_CLIMBER,Weighted Cross-body Mountain Climber,Grimpeur croisé avec poids
PLANK_WEIGHTED_ELBOW_PLANK_PIKE_JACKS,PLANK,WEIGHTED_ELBOW_PLANK_PIKE_JACKS,Weighted Elbow Plank Pike Jacks,Planche coude et Pike Jacks avec poids
PLANK_WEIGHTED_ELEVATED_FEET_PLANK,PLANK,WEIGHTED_ELEVATED_FEET_PLANK,Weighted Elevated-feet Plank,"Planche pieds surélevés, avec poids"
PLANK_WEIGHTED_ELEVATOR_ABS,PLANK,WEIGHTED_ELEVATOR_ABS,Weighted Elevator Abs,Abdominaux ascenseur avec poids
PLANK_WEIGHTED_EXTENDED_PLANK,PLANK,WEIGHTED_EXTENDED_PLANK,Weighted Extended Plank,Planche pour extension avec poids
PLANK_WEIGHTED_FULL_PLANK_PASSE_TWIST,PLANK,WEIGHTED_FULL_PLANK_PASSE_TWIST,Weighted Full Plank Passé Twist,"Planche complète avec passe et twist, avec poids"
PLANK_WEIGHTED_INCHING_ELBOW_PLANK,PLANK,WEIGHTED_INCHING_ELBOW_PLANK,Weighted Inching Elbow Plank,Planche coude et pointe des pieds avec poids
PLANK_WEIGHTED_INCHWORM_TO_SIDE_PLANK,PLANK,WEIGHTED_INCHWORM_TO_SIDE_PLANK,Weighted Inchworm to Side Plank,Chenille à planche latérale avec poids
PLANK_WEIGHTED_KNEELING_PLANK,PLANK,WEIGHTED_KNEELING_PLANK,Weighted Kneeling Plank,Planche à genoux avec poids
PLANK_WEIGHTED_KNEELING_SIDE_PLANK_WITH_LEG_LIFT,PLANK,WEIGHTED_KNEELING_SIDE_PLANK_WITH_LEG_LIFT,Weighted Kneeling Side Plank with Leg Lift,"Planche latérale à genoux avec lever de jambe, avec poids"
PLANK_WEIGHTED_LATERAL_ROLL,PLANK,WEIGHTED_LATERAL_ROLL,Weighted Lateral Roll,Roulement latéral avec poids
PLANK_WEIGHTED_LYING_REVERSE_PLANK,PLANK,WEIGHTED_LYING_REVERSE_PLANK,Weighted Lying Reverse Plank,Planche inversée allongée avec poids
PLANK_WEIGHTED_MEDICINE_BALL_MOUNTAIN_CLIMBER,PLANK,WEIGHTED_MEDICINE_BALL_MOUNTAIN_CLIMBER,Weighted Medicine Ball Mountain Climber,Grimpeur sur medicine ball avec poids
PLANK_WEIGHTED_MODIFIED_MOUNTAIN_CLIMBER_AND_EXTENSION,PLANK,WEIGHTED_MODIFIED_MOUNTAIN_CLIMBER_AND_EXTENSION,Weighted Modified Mountain Climber and Extension,Variante du grimpeur et extension avec poids
PLANK_WEIGHTED_MOUNTAIN_CLIMBER,PLANK,WEIGHTED_MOUNTAIN_CLIMBER,Weighted Mountain Climber,Grimpeur avec poids
PLANK_WEIGHTED_MOUNTAIN_CLIMBER_ON_SLIDING_DISCS,PLANK,WEIGHTED_MOUNTAIN_CLIMBER_ON_SLIDING_DISCS,Weighted Mountain Climber on Sliding Discs,Grimpeur sur disques glissants avec poids
PLANK_WEIGHTED_MOUNTAIN_CLIMBER_WITH_FEET_ON_BOSU_BALL,PLANK,WEIGHTED_MOUNTAIN_CLIMBER_WITH_FEET_ON_BOSU_BALL,Weighted Mountain Climber with Feet on Bosu® Balance Trainer,Mountain climber lesté avec pieds sur Bosu® Balance Trainer
PLANK_WEIGHTED_MOUNTAIN_CLIMBER_WITH_HANDS_ON_BENCH,PLANK,WEIGHTED_MOUNTAIN_CLIMBER_WITH_HANDS_ON_BENCH,Weighted Mountain Climber with Hands on Bench,Mountain Climber lesté avec mains sur le banc
PLANK_WEIGHTED_MOUNTAIN_CLIMBER_WITH_HANDS_ON_SWISS_BALL,PLANK,WEIGHTED_MOUNTAIN_CLIMBER_WITH_HANDS_ON_SWISS_BALL,Weighted Mountain Climber with Hands on Swiss Ball,"Grimpeur avec mains sur le ballon d'exercice, avec poids"
PLANK_WEIGHTED_PLANK,PLANK,WEIGHTED_PLANK,Weighted Plank,Planche avec poids
PLANK_WEIGHTED_PLANK_JACKS_WITH_FEET_ON_SLIDING_DISCS,PLANK,WEIGHTED_PLANK_JACKS_WITH_FEET_ON_SLIDING_DISCS,Weighted Plank Jacks with Feet on Sliding Discs,"Planche et position carpée avec pieds sur disques glissants, avec poids"
PLANK_WEIGHTED_PLANK_KNEE_TWIST,PLANK,WEIGHTED_PLANK_KNEE_TWIST,Weighted Plank Knee Twist,Planche torsion du genou avec poids
PLANK_WEIGHTED_PLANK_PIKES,PLANK,WEIGHTED_PLANK_PIKES,Weighted Plank Pikes,"Planche carpée, avec poids"
PLANK_WEIGHTED_PLANK_PIKE_JUMPS,PLANK,WEIGHTED_PLANK_PIKE_JUMPS,Weighted Plank Pike Jumps,"Planche carpée avec saut, avec poids"
PLANK_WEIGHTED_PLANK_TO_STAND_UP,PLANK,WEIGHTED_PLANK_TO_STAND_UP,Weighted Plank to Stand-up,Planche pour se relever avec poids
PLANK_WEIGHTED_PLANK_WITH_ARM_RAISE,PLANK,WEIGHTED_PLANK_WITH_ARM_RAISE,Weighted Plank with Arm Raise,"Planche avec élévation de bras, avec poids"
PLANK_WEIGHTED_PLANK_WITH_KNEE_TO_ELBOW,PLANK,WEIGHTED_PLANK_WITH_KNEE_TO_ELBOW,Weighted Plank with Knee-to-Elbow,Planche du genou au coude lesté
PLANK_WEIGHTED_PLANK_WITH_OBLIQUE_CRUNCH,PLANK,WEIGHTED_PLANK_WITH_OBLIQUE_CRUNCH,Weighted Plank with Oblique Crunch,"Planche avec crunch oblique, avec poids"
PLANK_WEIGHTED_PLYOMETRIC_SIDE_PLANK,PLANK,WEIGHTED_PLYOMETRIC_SIDE_PLANK,Weighted Plyometric Side Plank,Planche latérale plyométrique avec poids
PLANK_WEIGHTED_ROLLING_SIDE_PLANK,PLANK,WEIGHTED_ROLLING_SIDE_PLANK,Weighted Rolling Side Plank,Planche latérale rotative avec poids
PLANK_WEIGHTED_SIDE_KICK_PLANK,PLANK,WEIGHTED_SIDE_KICK_PLANK,Weighted Side Kick Plank,Coup de pied en planche latérale avec poids
PLANK_WEIGHTED_SIDE_PLANK,PLANK,WEIGHTED_SIDE_PLANK,Weighted Side Plank,Planche latérale avec poids
PLANK_WEIGHTED_SIDE_PLANK_AND_ROW,PLANK,WEIGHTED_SIDE_PLANK_AND_ROW,Weighted Side Plank and Row,Planche latérale et tirage avec poids
PLANK_WEIGHTED_SIDE_PLANK_LIFT,PLANK,WEIGHTED_SIDE_PLANK_LIFT,Weighted Side Plank Lift,Planche latérale et tirage avec poids
PLANK_WEIGHTED_SIDE_PLANK_WITH_ELBOW_ON_BOSU_BALL,PLANK,WEIGHTED_SIDE_PLANK_WITH_ELBOW_ON_BOSU_BALL,Weighted Side Plank with Elbow on Bosu® Balance Trainer,Planche latérale lestée avec coude sur Bosu® Balance Trainer
PLANK_WEIGHTED_SIDE_PLANK_WITH_FEET_ON_BENCH,PLANK,WEIGHTED_SIDE_PLANK_WITH_FEET_ON_BENCH,Weighted Side Plank with Feet on Bench,"Planche latérale avec pieds sur le banc, avec poids"
PLANK_WEIGHTED_SIDE_PLANK_WITH_KNEE_CIRCLE,PLANK,WEIGHTED_SIDE_PLANK_WITH_KNEE_CIRCLE,Weighted Side Plank with Knee Circle,"Planche latérale avec rotation du genou, avec poids"
PLANK_WEIGHTED_SIDE_PLANK_WITH_KNEE_TUCK,PLANK,WEIGHTED_SIDE_PLANK_WITH_KNEE_TUCK,Weighted Side Plank with Knee Tuck,"Planche latérale avec genou fléchi, avec poids"
PLANK_WEIGHTED_SIDE_PLANK_WITH_LEG_LIFT,PLANK,WEIGHTED_SIDE_PLANK_WITH_LEG_LIFT,Weighted Side Plank with Leg Lift,"Planche latérale avec lever de jambe, avec poids"
PLANK_WEIGHTED_SIDE_PLANK_WITH_REACH_UNDER,PLANK,WEIGHTED_SIDE_PLANK_WITH_REACH_UNDER,Weighted Side Plank with Reach Under,"Planche latérale avec mouvement du bras, avec poids"
PLANK_WEIGHTED_SINGLE_LEG_ELEVATED_FEET_PLANK,PLANK,WEIGHTED_SINGLE_LEG_ELEVATED_FEET_PLANK,Weighted Single-leg Elevated-feet Plank,"Planche sur un pied avec élévation, avec poids"
PLANK_WEIGHTED_SINGLE_LEG_FLEX_AND_EXTEND,PLANK,WEIGHTED_SINGLE_LEG_FLEX_AND_EXTEND,Weighted Single-leg Flex and Extend,Flexion-extension sur une jambe
PLANK_WEIGHTED_SINGLE_LEG_SIDE_PLANK,PLANK,WEIGHTED_SINGLE_LEG_SIDE_PLANK,Weighted Single-leg Side Plank,Planche latérale à une jambe avec poids
PLANK_WEIGHTED_SPIDERMAN_PLANK,PLANK,WEIGHTED_SPIDERMAN_PLANK,Weighted Spiderman Plank,Planche Spiderman avec poids
PLANK_WEIGHTED_STRAIGHT_ARM_PLANK,PLANK,WEIGHTED_STRAIGHT_ARM_PLANK,Weighted Straight-arm Plank,Planche bras tendus avec poids
PLANK_WEIGHTED_STRAIGHT_ARM_PLANK_WITH_SHOULDER_TOUCH,PLANK,WEIGHTED_STRAIGHT_ARM_PLANK_WITH_SHOULDER_TOUCH,Weighted Straight-arm Plank with Shoulder Touch,"Planche bras tendu avec touché épaules, avec poids"
PLANK_WEIGHTED_SWISS_BALL_PLANK,PLANK,WEIGHTED_SWISS_BALL_PLANK,Weighted Swiss Ball Plank,Planche sur ballon d'exercice avec poids
PLANK_WEIGHTED_SWISS_BALL_PLANK_LEG_LIFT,PLANK,WEIGHTED_SWISS_BALL_PLANK_LEG_LIFT,Weighted Swiss Ball Plank Leg Lift,Planche avec levé de jambe sur ballon d'exercice
PLANK_WEIGHTED_SWISS_BALL_PLANK_LEG_LIFT_AND_HOLD,PLANK,WEIGHTED_SWISS_BALL_PLANK_LEG_LIFT_AND_HOLD,Weighted Swiss Ball Plank Leg Lift and Hold,Levé et maintien des jambes lestées avec ballon d'exercice
PLANK_WEIGHTED_SWISS_BALL_PLANK_WITH_FEET_ON_BENCH,PLANK,WEIGHTED_SWISS_BALL_PLANK_WITH_FEET_ON_BENCH,Weighted Swiss Ball Plank with Feet on Bench,"Planche sur ballon d'exercice avec pieds sur banc, avec poids"
PLANK_WEIGHTED_SWISS_BALL_PRONE_JACKKNIFE,PLANK,WEIGHTED_SWISS_BALL_PRONE_JACKKNIFE,Weighted Swiss Ball Prone Jackknife,Jackknife allongé sur ballon d'exercice avec poids
PLANK_WEIGHTED_SWISS_BALL_SIDE_PLANK,PLANK,WEIGHTED_SWISS_BALL_SIDE_PLANK,Weighted Swiss Ball Side Plank,Planche latérale sur ballon d'exercice avec poids
PLANK_WEIGHTED_THREE_WAY_PLANK,PLANK,WEIGHTED_THREE_WAY_PLANK,Weighted Three-way Plank,Planche en trois positions avec poids
PLANK_WEIGHTED_TOWEL_PLANK_AND_KNEE_IN,PLANK,WEIGHTED_TOWEL_PLANK_AND_KNEE_IN,Weighted Towel Plank and Knee-in,"Genou plié avec serviette, avec poids"
PLANK_WEIGHTED_TURKISH_GET_UP_TO_SIDE_PLANK,PLANK,WEIGHTED_TURKISH_GET_UP_TO_SIDE_PLANK,Weighted Turkish Get-up to Side Plank,Relevé turc à planche latérale avec poids
PLANK_WEIGHTED_TWO_POINT_PLANK,PLANK,WEIGHTED_TWO_POINT_PLANK,Weighted Two-Point Plank,Planche sur deux appuis avec poids
PLANK_WEIGHTED_T_STABILIZATION,PLANK,WEIGHTED_T_STABILIZATION,Weighted T-Stabilization,Stabilisation T avec poids
PLANK_WEIGHTED_WIDE_STANCE_PLANK_WITH_DIAGONAL_ARM_LIFT,PLANK,WEIGHTED_WIDE_STANCE_PLANK_WITH_DIAGONAL_ARM_LIFT,Weighted Wide-stance Plank with Diagonal Arm Lift,"Planche large avec bras levé en diagonale, avec poids"
PLANK_WEIGHTED_WIDE_STANCE_PLANK_WITH_DIAGONAL_LEG_LIFT,PLANK,WEIGHTED_WIDE_STANCE_PLANK_WITH_DIAGONAL_LEG_LIFT,Weighted Wide-stance Plank with Diagonal Leg Lift,"Planche large avec lever de jambe en diagonale, avec poids"
PLANK_WEIGHTED_WIDE_STANCE_PLANK_WITH_LEG_LIFT,PLANK,WEIGHTED_WIDE_STANCE_PLANK_WITH_LEG_LIFT,Weighted Wide-stance Plank with Leg Lift,Planche allongée lestée avec levé de jambe
PLANK_WIDE_STANCE_PLANK_WITH_DIAGONAL_ARM_LIFT,PLANK,WIDE_STANCE_PLANK_WITH_DIAGONAL_ARM_LIFT,Wide-stance Plank with Diagonal Arm Lift,Planche large avec bras levé en diagonale
PLANK_WIDE_STANCE_PLANK_WITH_DIAGONAL_LEG_LIFT,PLANK,WIDE_STANCE_PLANK_WITH_DIAGONAL_LEG_LIFT,Wide-stance Plank with Diagonal Leg Lift,Planche latérale large avec lever de jambe en diagonale
PLANK_WIDE_STANCE_PLANK_WITH_LEG_LIFT,PLANK,WIDE_STANCE_PLANK_WITH_LEG_LIFT,Wide-stance Plank with Leg Lift,Planche latérale large avec lever de jambe
PLANK_WIDE_STANCE_PLANK_WITH_OPPOSITE_ARM_AND_LEG_LIFT,PLANK,WIDE_STANCE_PLANK_WITH_OPPOSITE_ARM_AND_LEG_LIFT,Wide-stance Plank with Opposite Arm and Leg Lift,Planche allongée avec levé de bras et jambe opposés
PLANK__45_DEGREE_PLANK,PLANK,_45_DEGREE_PLANK,45-degree Plank,Planche à 45°
PLANK__90_DEGREE_STATIC_HOLD,PLANK,_90_DEGREE_STATIC_HOLD,90-degree Static Hold,Maintien statique à 90 degrés
PLYO_ALTERNATING_JUMP_LUNGE,PLYO,ALTERNATING_JUMP_LUNGE,Alternating Jump Lunge,Fente sautée alternée
PLYO_BARBELL_JUMP_SQUAT,PLYO,BARBELL_JUMP_SQUAT,Barbell Jump Squat,Squat Sauté Avec Barre D'haltères
PLYO_BODY_WEIGHT_JUMP_SQUAT,PLYO,BODY_WEIGHT_JUMP_SQUAT,Body-weight Jump Squat,Squat sauté
PLYO_BOX_JUMP,PLYO,BOX_JUMP,Box Jump,Sauts sur boîte
PLYO_BOX_JUMP_OVERS,PLYO,BOX_JUMP_OVERS,Box Jump Overs,Sauts au-dessus de la boîte
PLYO_BOX_JUMP_OVERS_OVER_THE_BOX,PLYO,BOX_JUMP_OVERS_OVER_THE_BOX,Box Jump Overs Over the Box,Sauts par dessus la boîte
PLYO_CROSS_KNEE_STRIKE,PLYO,CROSS_KNEE_STRIKE,Cross Knee Strike,Coup de genou croisé
PLYO_DEPTH_JUMP,PLYO,DEPTH_JUMP,Depth Jump,Saut en profondeur
PLYO_DUMBBELL_JUMP_SQUAT,PLYO,DUMBBELL_JUMP_SQUAT,Dumbbell Jump Squat,Squat sauté avec haltères
PLYO_DUMBBELL_SPLIT_JUMP,PLYO,DUMBBELL_SPLIT_JUMP,Dumbbell Split Jump,Fente sautée avec haltères
PLYO_FRONT_KNEE_STRIKE,PLYO,FRONT_KNEE_STRIKE,Front Knee Strike,Coup de genou avant
PLYO_HIGH_BOX_JUMP,PLYO,HIGH_BOX_JUMP,High Box Jump,Saut sur box haute
PLYO_ISOMETRIC_EXPLOSIVE_BODY_WEIGHT_JUMP_SQUAT,PLYO,ISOMETRIC_EXPLOSIVE_BODY_WEIGHT_JUMP_SQUAT,Isometric-explosive Body-weight Jump Squat,Squat sauté isométrique
PLYO_JUMP_SQUAT,PLYO,JUMP_SQUAT,Jump Squat,Jump Squat
PLYO_LATERAL_LEAP_AND_HOP,PLYO,LATERAL_LEAP_AND_HOP,Lateral Leap and Hop,Saut latéral à cloche-pied
PLYO_LATERAL_PLYO_SQUATS,PLYO,LATERAL_PLYO_SQUATS,Lateral Plyo Squats,Squats latéraux Plyo
PLYO_LATERAL_SLIDE,PLYO,LATERAL_SLIDE,Lateral Slide,Glissé latéral
PLYO_MEDICINE_BALL_OVERHEAD_THROWS,PLYO,MEDICINE_BALL_OVERHEAD_THROWS,Medicine Ball Overhead Throws,Lancés de Medicine ball au-dessus de la tête
PLYO_MEDICINE_BALL_SIDE_THROW,PLYO,MEDICINE_BALL_SIDE_THROW,Medicine Ball Side Throw,Lancé latéral de Medicine ball
PLYO_MEDICINE_BALL_SLAM,PLYO,MEDICINE_BALL_SLAM,Medicine Ball Slam,Lancé énergique de Medicine ball
PLYO_PLYO,PLYO,PLYO,Plyo,Plyométrie
PLYO_SIDE_TO_SIDE_MEDICINE_BALL_THROWS,PLYO,SIDE_TO_SIDE_MEDICINE_BALL_THROWS,Side-to-Side Medicine Ball Throws,Lancé latéral de médecine ball
PLYO_SIDE_TO_SIDE_SHUFFLE_JUMP,PLYO,SIDE_TO_SIDE_SHUFFLE_JUMP,Side-to-Side Shuffle Jump,Saut latéral balayé
PLYO_SQUAT_JUMPS_IN_AND_OUT,PLYO,SQUAT_JUMPS_IN_AND_OUT,Squat Jumps In and Out,Squats sautés ouverts
PLYO_SQUAT_JUMP_ONTO_BOX,PLYO,SQUAT_JUMP_ONTO_BOX,Squat Jump Onto Box,Squat saut plyo box
PLYO_STAR_JUMP_SQUATS,PLYO,STAR_JUMP_SQUATS,Star Jump Squats,Jump Squat étoile
PLYO_WEIGHTED_ALTERNATING_JUMP_LUNGE,PLYO,WEIGHTED_ALTERNATING_JUMP_LUNGE,Weighted Alternating Jump Lunge,Fente sautée alternée avec poids
PLYO_WEIGHTED_CROSS_KNEE_STRIKE,PLYO,WEIGHTED_CROSS_KNEE_STRIKE,Weighted Cross Knee Strike,Coup de genou croisé avec poids
PLYO_WEIGHTED_DEPTH_JUMP,PLYO,WEIGHTED_DEPTH_JUMP,Weighted Depth Jump,Saut en profondeur avec poids
PLYO_WEIGHTED_FRONT_KNEE_STRIKE,PLYO,WEIGHTED_FRONT_KNEE_STRIKE,Weighted Front Knee Strike,Coup de genou avant avec poids
PLYO_WEIGHTED_HIGH_BOX_JUMP,PLYO,WEIGHTED_HIGH_BOX_JUMP,Weighted High Box Jump,Saut sur box haute avec poids
PLYO_WEIGHTED_ISOMETRIC_EXPLOSIVE_JUMP_SQUAT,PLYO,WEIGHTED_ISOMETRIC_EXPLOSIVE_JUMP_SQUAT,Weighted Isometric-explosive Jump Squat,Squat sauté isométrique avec poids
PLYO_WEIGHTED_JUMP_SQUAT,PLYO,WEIGHTED_JUMP_SQUAT,Weighted Jump Squat,Squat sauté avec poids
PLYO_WEIGHTED_LATERAL_LEAP_AND_HOP,PLYO,WEIGHTED_LATERAL_LEAP_AND_HOP,Weighted Lateral Leap and Hop,Saut latéral à cloche-pied avec poids
PLYO_WEIGHTED_LATERAL_PLYO_SQUATS,PLYO,WEIGHTED_LATERAL_PLYO_SQUATS,Weighted Lateral Plyo Squats,Squats latéraux plyo avec poids
PLYO_WEIGHTED_LATERAL_SLIDE,PLYO,WEIGHTED_LATERAL_SLIDE,Weighted Lateral Slide,Glissé latéral avec poids
